sample	Site	median	mean	siltandclay	Branch_stock	Branch_CN	Leaf_stock	Leaf_CN	FH_stock	FH_CN	Latitude	Longitude	Altitude	MAT	MAP	Dominant_tree_type_1	Dominant_tree_type	Bac_Chao1	Fungi_Chao1	NMDS1_bac	NMDS1_fungi	NMDS2_bac	NMDS2_fungi	GNIT_Soil.DNA	GMIN_Soil.DNA	GMIN_TN	GMIN_GNH4C	GNIT_GMIN	GMIN_GNIT_GMIN	pH.H2O.	Total.C	Total.N	CN	GMIN	GNIT	GNH4C	GNO3C	Soil.DNA	Bacterial.16S	Fungal.18S	F.B	WRB	WRB_3	soil_type	Forest_type	Dominant_tree_species	d15N
S15	SCB	18.683	29.04487564	84.46231075	0.56	88.62	3.12	35.35	7.93	31.96	43.38805556	144.66	120	6.2	1170	1	Broadleaf	10604.45699	2047.845133	0.677244247	0.556871918	-0.422570783	-0.46867099	0.01184379	0.078501921	9.016176471	0.689728878	0.150872615	0.849127385	5.79	9.32	0.68	13.70588235	6.131	0.925	8.889	NA	78.1	1.69E+11	2538031981	0.015	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus crispula	1.356475842
S150	KGB	7.225	19.43336802	90.14829555	0.67	132.67	1.15	65.8	8.35	51.96	35.07027778	135.7675	140	14.2	1530	1	Broadleaf	4318.574074	1037.226087	-1.401647118	-0.975010976	0.30265646	0.318608613	0	0.234489796	14.3625	0.601255887	0	1	4.68	5.1	0.16	31.875	2.298	NA	3.822	0.137	9.8	24330588512	3218477559	0.132	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Quercus serrata	1.156731757
S151	KGC	12.434	29.58443472	85.94770261	0.22	186.55	0.01	40.54	37.48	36.68	35.06722222	135.7633333	190	14.2	1530	0	Conifer	2773.408408	575.3	-1.941027111	-1.331948903	0.227454339	0.365000252	0	0.168866397	26.06875	0.774702823	0	1	4.77	3.81	0.16	23.8125	4.171	NA	5.384	0.071	24.7	48714844312	4744300721	0.097	Cambisols	Cambisols	2	Secondary coniferous forest	Chamaecyparis obtusa	4.538570132
S152	KGC	10.856	17.44243637	94.34822607	0.29	126.79	0.01	35.38	19.74	48.43	35.06722222	135.7633333	190	14.2	1530	0	Conifer	2127.472081	697.8032787	-2.18884764	-1.324659431	0.456258917	0.233308247	0	0.009534884	0.984	0.328437917	0	1	4.63	6.12	0.25	24.48	0.246	NA	0.749	NA	25.8	57817736000	4655400531	0.081	Cambisols	Cambisols	2	Secondary coniferous forest	Chamaecyparis obtusa	4.51340686
S153	KGC	18.683	48.91277736	71.23686289	0.15	88.85	0	8.42	23.87	32.97	35.06722222	135.7633333	190	14.2	1530	0	Conifer	3843.735294	646.9069767	-1.923585382	-1.261603436	0.126753993	0.303964602	0.001571906	0.039531773	4.728	0.496430071	0.039763113	0.960236887	4.48	7.21	0.25	28.84	1.182	0.047	2.381	0.106	29.9	51263412632	3303559922	0.064	Cambisols	Cambisols	2	Secondary coniferous forest	Chamaecyparis obtusa	2.8013761
S154	KGC	28.073	94.07235494	59.2048159	0.22	123.11	0.01	51.09	34.09	35.58	35.06722222	135.7633333	190	14.2	1530	0	Conifer	3901.506303	830.1219512	-1.734526191	-1.137733572	0.190956826	0.328376867	0	0.123319838	19.0375	0.725238095	0	1	4.8	4.05	0.16	25.3125	3.046	NA	4.2	0.147	24.7	54953471144	6577099638	0.12	Cambisols	Cambisols	2	Secondary coniferous forest	Chamaecyparis obtusa	3.466673389
S155	KGC	12.434	81.11006975	77.06014699	0.01	121.49	0	27.16	31.55	37.26	35.06722222	135.7633333	190	14.2	1530	0	Conifer	2672.265306	580.25	-2.080330548	-1.335025257	0.197479856	0.306487412	0.001394659	0	0	0	0	0	4.79	3.97	0.18	22.05555556	NA	0.047	NA	NA	33.7	80397327616	2511012754	0.031	Cambisols	Cambisols	2	Secondary coniferous forest	Chamaecyparis obtusa	5.144600182
S156	SBA	72.598	87.98509356	39.85939859	5.48	128.42	0.69	75.37	1.43	75.79	32.37888889	131.0958333	1170	13.1	2660	0	Conifer	8534.118557	1314.009259	-0.245780945	-0.486015897	-0.307131159	0.073398172	0.0095	0.025985294	5.354545455	0.464388962	0.365591398	0.634408602	5.1	5.65	0.33	17.12121212	1.767	0.646	3.805	0.132	68	1.34E+11	1820536983	0.014	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1960)	Chamaecyparis obtusa	4.938779668
S157	SBA	109.085	113.491174	30.57769422	0.96	100.01	0.75	99.65	1.78	93.09	32.37888889	131.0958333	1170	13.1	2660	0	Conifer	8213.753086	1062.957447	-0.234674337	-0.464512547	-0.348594086	0.122149451	0.005137615	0.027541284	6.004	0.449670461	0.186542305	0.813457695	5.15	4.21	0.25	16.84	1.501	0.28	3.338	0.83	54.5	1.41E+11	1306552623	0.009	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1960)	Chamaecyparis obtusa	4.665783844
S158	SBA	83.152	95.40149036	34.72126394	3.43	152.16	0.25	79.92	2.96	92.38	32.37888889	131.0958333	1170	13.1	2660	0	Conifer	8448.153261	1728.675497	-0.198809193	-0.157396446	-0.324907951	0.111620451	0.013609959	0.046514523	6.793939394	0.474698285	0.292595897	0.707404103	4.99	5.08	0.33	15.39393939	2.242	0.656	4.723	0.264	48.2	1.06E+11	667357615	0.006	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1960)	Chamaecyparis obtusa	5.137414689
S159	SBA	95.239	114.3519864	30.47208584	5.34	105.73	0.53	69.42	1.02	64.6	32.37888889	131.0958333	1170	13.1	2660	0	Conifer	8642.73428	1676.52	-0.146059644	-0.194004211	-0.36099106	0.139922802	0.013436214	0.042139918	6.606451613	0.45683694	0.318847656	0.681152344	4.92	5.93	0.31	19.12903226	2.048	0.653	4.483	0.376	48.6	71006315133	555637430	0.008	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1960)	Chamaecyparis obtusa	4.238424748
S16	SCC	18.683	36.30285549	77.54689812	0.96	104.84	3.85	52.91	15.21	27.66	43.3425	144.6341667	50	6.2	1170	0	Conifer	9860.793833	1797.25	0.419273412	0.316133348	-0.4716924	-0.620083473	0.00172973	0.020018018	2.468888889	0.323717949	0.086408641	0.913591359	5.86	6.62	0.45	14.71111111	1.111	0.096	3.432	NA	55.5	1.28E+11	2809066057	0.022	Andosols	Andosols	3	Artificial coniferous forest (planted in 1959)	Larix kaempferi	1.93684425
S160	SBA	32.155	59.65046423	59.11363545	1.88	112.91	1.5	84.82	1.66	82.67	32.37888889	131.0958333	1170	13.1	2660	0	Conifer	8727.211635	1164.5	-0.064935377	-0.457069618	-0.189392813	0.142855388	0.013505417	0.030242192	6.412162162	0.779658232	0.446575342	0.553424658	5.16	10.33	0.74	13.95945946	4.745	2.119	6.086	1.001	156.9	2.77E+11	2650765791	0.01	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1960)	Chamaecyparis obtusa	2.998982395
S161	SBN	16.312	45.82498081	72.38772388	0.13	67.69	0.45	28.46	1.7	35.91	32.37638889	131.0972222	1190	13.1	2660	0	Conifer	8881.229459	1019.834862	-0.287944248	-0.5988871	-0.170684244	0.010486477	0.023081312	0.12139087	32.72884615	0.840154021	0.190140431	0.809859569	4.99	6.79	0.52	13.05769231	17.019	3.236	20.257	2.88	140.2	1.65E+11	3803196212	0.023	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Carpinus sp.	4.729940302
S162	SBN	21.399	58.57375956	62.14851406	0.71	57.56	0.25	22.2	0.71	21.04	32.37638889	131.0972222	1190	13.1	2660	0	Conifer	7596.009307	1389.573248	-0.193889603	-0.46559864	-0.352670845	-0.028641426	0.123805031	0.10831761	8.504938272	0.927187079	1.142981565	-0.142981565	5.01	11.48	0.81	14.17283951	6.889	7.874	7.43	NA	63.6	1.38E+11	2856401385	0.021	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Carpinus sp.	5.107356066
S163	SBN	95.239	98.43221552	31.75368246	0.46	109.47	0.1	27.01	0.53	24.18	32.37638889	131.0972222	1190	13.1	2660	0	Conifer	9098.730397	1378.911111	-0.171855181	-0.548131017	-0.283515146	-0.06011936	0.011584022	0.194889807	24.82280702	0.835587315	0.05943883	0.94056117	5.04	7.25	0.57	12.71929825	14.149	0.841	16.933	1.767	72.6	1.46E+11	1384214361	0.009	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Carpinus sp.	4.400080947
S164	SBN	36.829	74.2886769	54.24883005	0.2	56.3	0.16	28.59	0.34	27.81	32.37638889	131.0972222	1190	13.1	2660	0	Conifer	6770.331484	1401.021277	-0.000906266	-0.588282732	-0.727589752	0.007224481	0.059733333	0.435714286	48.67021277	0.893729244	0.137092896	0.862907104	4.99	5.53	0.47	11.76595745	22.875	3.136	25.595	NA	52.5	99814691120	391048627	0.004	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Carpinus sp.	3.828879753
S165	SBN	95.239	111.9207005	29.33741325	0.61	56.33	1.3	25.22	0.86	21.47	32.37638889	131.0972222	1190	13.1	2660	0	Conifer	7754.033487	1201.819149	-0.105641408	-0.584504559	-0.341834256	-0.061625286	0.042692737	0.203486034	18.03168317	0.866742814	0.209806721	0.790193279	4.82	12.93	1.01	12.8019802	18.212	3.821	21.012	2.79	89.5	1.36E+11	1470511371	0.011	Cambisols	Cambisols	2	Cool temperate deciduous broadleaved forest	Carpinus sp.	3.579136691
S166	TKA	18.683	41.49159362	76.08895644	0.65	108.33	0.53	62.98	3.73	72.16	31.51972222	130.795	530	14.9	3080	0	Conifer	10970.50465	1138.642857	0.934359115	0.176976782	0.085253056	0.530446521	0.170769231	0.094102564	3.67	0.147983871	1.814713896	-0.814713896	6.47	2.76	0.1	27.6	0.367	0.666	2.48	0.064	3.9	10625105962	61246076	0.006	Andosols	Andosols	3	Artificial coniferous forest (planted in 1960)	Cryptomeria japonica	-1.67601089
S167	TKA	16.312	37.50948386	79.23783049	0	NA	2.36	100.92	9.59	60.96	31.51972222	130.795	530	14.9	3080	0	Conifer	11147.19658	1167.385417	1.329174138	0.129440223	0.055408299	0.529771392	0.008549223	0.053108808	5.694444444	0.330006439	0.16097561	0.83902439	6.59	4.18	0.18	23.22222222	1.025	0.165	3.106	NA	19.3	51613094321	259057939	0.005	Andosols	Andosols	3	Artificial coniferous forest (planted in 1960)	Cryptomeria japonica	-2.704037236
S168	TKA	16.312	32.35633466	81.66318337	0.71	112.13	0.7	93.64	7.76	56.54	31.51972222	130.795	530	14.9	3080	0	Conifer	10036.30201	1107.662651	1.310222294	0.171293317	-0.027293788	0.540198265	0.152878788	0.163333333	8.983333333	0.374435568	0.935992579	0.064007421	6.81	3.12	0.12	26	1.078	1.009	2.879	0.152	6.6	19620682464	111990421	0.006	Andosols	Andosols	3	Artificial coniferous forest (planted in 1960)	Cryptomeria japonica	-2.317333871
S169	TKA	32.155	105.9191085	58.32525024	3.87	107.82	1.61	88.94	8.77	52.79	31.51972222	130.795	530	14.9	3080	0	Conifer	11185.08235	1453.019231	1.268768338	0.317432057	-0.004251023	0.458536442	0.081466667	0.117733333	12.61428571	0.285206718	0.69195923	0.30804077	6.72	2.17	0.07	31	0.883	0.611	3.096	0.122	7.5	16288596577	123731879	0.008	Andosols	Andosols	3	Artificial coniferous forest (planted in 1960)	Cryptomeria japonica	-2.569426238
S17	SCC	18.683	35.8303897	79.77140457	1.46	103.66	4.88	48.65	13.86	27.76	43.3425	144.6341667	50	6.2	1170	0	Conifer	9509.29254	1795.067568	0.326973423	0.268560547	-0.503579614	-0.53667274	0.01087037	0.054055556	5.957142857	0.590412621	0.201096266	0.798903734	5.69	6.93	0.49	14.14285714	2.919	0.587	4.944	NA	54	1.07E+11	1080011480	0.01	Andosols	Andosols	3	Artificial coniferous forest (planted in 1959)	Larix kaempferi	1.837017419
S170	TKA	14.242	27.42620638	86.30427391	0.32	103.12	0.24	77.36	3.6	51.21	31.51972222	130.795	530	14.9	3080	0	Conifer	11249.85247	1593.697987	1.296023315	0.301587027	0.007775768	0.335486445	0.167142857	0.35047619	10.51428571	0.265320836	0.476902174	0.523097826	6.96	2	0.07	28.57142857	0.736	0.351	2.774	0.15	2.1	14895397504	93730807	0.006	Andosols	Andosols	3	Artificial coniferous forest (planted in 1960)	Cryptomeria japonica	-1.803065443
S171	TKN	124.942	171.5893629	35.32023399	1.99	57.51	3.36	41.11	4.67	27.79	31.53527778	130.7511111	630	14.9	3080	1	Broadleaf	7949.782366	2047.704762	0.769776387	0.039506666	0.583733787	0.276923825	0.212608696	0.69	12.20769231	0.684641933	0.308128544	0.691871456	5.49	2.09	0.13	16.07692308	1.587	0.489	2.318	0.581	2.3	19034584876	292727482	0.015	Regosols	others	1	Warm temperate evergreen broadleaved forest	Castanopsis sieboldii	-1.741554906
S172	TKN	72.598	106.3609232	40.53697315	2.17	59.1	2.68	36.14	5.42	28.35	31.53527778	130.7511111	630	14.9	3080	1	Broadleaf	7258.725166	1440.738739	1.153251102	-0.003018093	0.740027144	0.261570509	0.03140625	0.16046875	11.41111111	0.577615298	0.195715677	0.804284323	5.78	1.33	0.09	14.77777778	1.027	0.201	1.778	0.49	6.4	29841665359	365420993	0.012	Regosols	others	1	Warm temperate evergreen broadleaved forest	Castanopsis sieboldii	-3.218816174
S173	TKN	18.683	51.80753064	72.14872149	0.9	66.36	2.2	40.95	5.16	28.08	31.53527778	130.7511111	630	14.9	3080	1	Broadleaf	9605.988764	1535.9	1.03315542	0.027207062	0.357976802	0.268064137	0.155454545	0.904545455	9.95	0.55002764	0.171859296	0.828140704	5.68	1.6	0.1	16	0.995	0.171	1.809	NA	1.1	11121996781	300752125	0.027	Regosols	others	1	Warm temperate evergreen broadleaved forest	Castanopsis sieboldii	-3.141171725
S174	TKN	28.073	78.70933086	60.98617041	0.93	58.36	2.04	35.87	3.45	29.1	31.53527778	130.7511111	630	14.9	3080	1	Broadleaf	8967.55706	1643.118644	0.668903301	0.285290542	0.304149941	0.380530417	0.056170213	0.113191489	4.092307692	0.561774023	0.496240602	0.503759398	5.92	1.96	0.13	15.07692308	0.532	0.264	0.947	NA	4.7	11665434380	240229939	0.021	Regosols	others	1	Warm temperate evergreen broadleaved forest	Castanopsis sieboldii	-1.493496017
S175	TKN	83.152	176.8487707	39.9968001	0.98	48.26	4.16	38.53	5.37	24.02	31.53527778	130.7511111	630	14.9	3080	1	Broadleaf	8261.204593	1450.488636	0.562666047	0.049758294	0.45765021	0.320111558	0.084545455	0.270727273	12.40833333	0.642087107	0.312290128	0.687709872	5.69	1.75	0.12	14.58333333	1.489	0.465	2.319	NA	5.5	15460844093	291613604	0.019	Regosols	others	1	Warm temperate evergreen broadleaved forest	Castanopsis sieboldii	-1.69516991
S176	YNN	6.308	23.38289046	89.65489655	0	NA	7.16	43.96	6.44	34.87	26.7525	128.2180556	200	20.9	2550	1	Broadleaf	6774.871069	1534.992537	-0.730334212	-0.109862686	0.882735686	-0.229406921	0.093705584	0.056091371	9.208333333	0.371303763	1.670588235	-0.670588235	5.22	3.54	0.12	29.5	1.105	1.846	2.976	2.247	19.7	31347204512	1487548041	0.047	Acrisols	others	1	Subtropical evergreen broadleaved forest	Castanopsis sieboldii	3.293422405
S177	YNN	7.225	21.10408814	89.42942282	0	NA	4.32	49.9	1.06	34.84	26.7525	128.2180556	200	20.9	2550	1	Broadleaf	5593.468315	1666.893443	-1.048095638	-0.031254361	0.862263047	-0.156710599	0.082705314	0.489275362	67.52	3.161048689	0.169036335	0.830963665	4.88	5.06	0.15	33.73333333	10.128	1.712	3.204	1.557	20.7	32319959845	3188547557	0.099	Acrisols	others	1	Subtropical evergreen broadleaved forest	Castanopsis sieboldii	3.490750257
S178	YNN	4.808	6.58054138	99.2820359	0	NA	4.45	43.7	4.62	34	26.7525	128.2180556	200	20.9	2550	1	Broadleaf	4130.08982	1091.059701	-1.435938107	-0.087324806	0.819717576	-0.68070806	0.102702703	0.161621622	13.28888889	0.774611399	0.635451505	0.364548495	4.68	2.75	0.09	30.55555556	1.196	0.76	1.544	0.625	7.4	12861272827	682366012	0.053	Acrisols	others	1	Subtropical evergreen broadleaved forest	Castanopsis sieboldii	4.536998972
S179	YNN	6.308	15.4019336	93.10827567	0	NA	2.91	37.41	0	NA	26.7525	128.2180556	200	20.9	2550	1	Broadleaf	5948.112792	1331.311111	-0.873143863	0.037926959	0.69854758	-0.215948827	0.034322917	0.036510417	5.007142857	0.438673342	0.940085592	0.059914408	5.1	3.37	0.14	24.07142857	0.701	0.659	1.598	0.742	19.2	30735933048	1053360189	0.034	Acrisols	others	1	Subtropical evergreen broadleaved forest	Castanopsis sieboldii	4.110483042
S18	SCC	18.683	38.73718145	77.277	2.61	91.13	5.92	46.05	18.31	34.69	43.3425	144.6341667	50	6.2	1170	0	Conifer	10063.50403	1755.223776	0.335579933	0.268571996	-0.460855493	-0.619926911	0.016124402	0.062121212	7.490384615	0.616492561	0.259563543	0.740436457	5.73	7.78	0.52	14.96153846	3.895	1.011	6.318	NA	62.7	1.55E+11	1993169136	0.013	Andosols	Andosols	3	Artificial coniferous forest (planted in 1959)	Larix kaempferi	2.103901396
S180	YNN	5.507	11.00292721	96.54403456	0	NA	3.17	53.51	0	NA	26.7525	128.2180556	200	20.9	2550	1	Broadleaf	5422.24375	1794.525424	-1.006705516	0.13888485	0.791687888	-0.215931628	0.002402597	0.059480519	15.26666667	0.496476965	0.040393013	0.959606987	4.99	2.21	0.06	36.83333333	0.916	0.037	1.845	0.419	15.4	27910276599	1365431871	0.049	Acrisols	others	1	Subtropical evergreen broadleaved forest	Castanopsis sieboldii	#N/A
S181	HZA	12.434	25.53415694	86.86126277	1.31	68.68	0.16	43.65	28.21	30.2	35.29111111	133.5780556	640	11.3	2160	0	Conifer	6217.333333	1502.166667	-0.506675087	-0.103862959	0.042118685	-0.272588593	0.002733333	0.004822222	0.707608696	1.479545455	0.566820276	0.433179724	4.9	18.34	0.92	19.93478261	0.651	0.369	0.44	2.505	135	2.39E+11	999985590	0.004	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Chamaecyparis obtusa	#N/A
S182	HZA	14.242	36.35394469	81.99881999	3.27	84.28	0.09	47.05	7.32	43.79	35.29111111	133.5780556	640	11.3	2160	0	Conifer	5636.281471	1070.106383	-0.536377482	-0.041485037	0.085602034	-0.539164688	0.0025789	0.018530207	2.56875	0.790384615	0.139172749	0.860827251	5.09	16.38	0.8	20.475	2.055	0.286	2.6	1.798	110.9	1.84E+11	455717120	0.002	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Chamaecyparis obtusa	#N/A
S183	HZA	14.242	36.89517723	80.29059128	2.63	74.38	0.02	64.43	7.72	33.57	35.29111111	133.5780556	640	11.3	2160	0	Conifer	7548.015091	1489.561224	-0.018794375	-0.022687568	0.059403213	-0.35950398	0.00270073	0.016047967	1.71	0.958878505	0.168291098	0.831708902	5.59	18.29	0.9	20.32222222	1.539	0.259	1.605	2.822	95.9	1.45E+11	330518533	0.002	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Chamaecyparis obtusa	#N/A
S184	HZA	14.242	39.20676347	79.326	2.73	90.69	0.04	61.72	12.19	43.86	35.29111111	133.5780556	640	11.3	2160	0	Conifer	8440.891554	954.72	-0.034469621	0.127893529	0.074503682	-0.535946206	0.002521681	0.021087392	3.099019608	0.564464286	0.119582411	0.880417589	5.32	19.14	1.02	18.76470588	3.161	0.378	5.6	2.133	149.9	2.59E+11	920183240	0.004	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Chamaecyparis obtusa	#N/A
S185	HZA	14.242	30.51243499	85.02044939	1.26	64.51	0.09	56.4	7.7	38.28	35.29111111	133.5780556	640	11.3	2160	0	Conifer	6413.665272	1247.333333	-0.531029227	0.159330757	0.099576901	-0.488764681	0.004648241	0.021231156	2.036144578	0.714285714	0.218934911	0.781065089	5.08	17.04	0.83	20.53012048	1.69	0.37	2.366	2.304	79.6	1.17E+11	1054096247	0.009	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Chamaecyparis obtusa	#N/A
S186	HZB	12.434	25.65854245	87.96136116	0.29	85.54	3.45	73.18	15.29	29.6	35.29111111	133.5777778	650	11.3	2160	1	Broadleaf	5417.890957	1537.757282	-0.713239003	0.599244546	0.026751738	0.43262191	0.001508593	0.026607257	4.222222222	0.67769131	0.056698565	0.943301435	4.88	19.62	0.99	19.81818182	4.18	0.237	6.168	0.751	157.1	2.44E+11	1372331944	0.006	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus acutissima	#N/A
S187	HZB	14.242	31.80103003	83.41283413	0.41	71.83	2.79	39.42	10.33	19.7	35.29111111	133.5777778	650	11.3	2160	1	Broadleaf	5786.89782	1402.8875	-0.62003085	0.719159127	-0.002746903	0.589442112	0.001263631	0.01563823	2.157522124	0.535353535	0.080803938	0.919196062	4.88	20.86	1.13	18.46017699	2.438	0.197	4.554	0.151	155.9	2.48E+11	1257808679	0.005	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus acutissima	#N/A
S188	HZB	12.434	35.40730708	81.78836423	1.11	90	1.66	47.52	18.58	21.77	35.29111111	133.5777778	650	11.3	2160	1	Broadleaf	6416.702182	1218.645161	-0.584846274	0.683300477	0.032522813	0.516822018	0.002325937	0.029839327	3.823529412	0.545378269	0.077948718	0.922051282	4.83	19.23	1.02	18.85294118	3.9	0.304	7.151	0.012	130.7	2.46E+11	1031097010	0.004	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus acutissima	#N/A
S189	HZB	14.242	41.07860595	78.81821182	0.71	104.47	2.19	35.98	10.52	24.07	35.29111111	133.5777778	650	11.3	2160	1	Broadleaf	6832.785176	1355	-0.594781548	0.692450196	0.026481932	0.61842356	0.002753425	0.026315068	3.842	0.556730909	0.104633004	0.895366996	4.84	20.36	1	20.36	3.842	0.402	6.901	0.428	146	2.19E+11	1405662007	0.006	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus acutissima	#N/A
S19	SCC	16.312	28.28155404	85.77728445	1.17	98.39	3.89	59.79	16.64	24.91	43.3425	144.6341667	50	6.2	1170	0	Conifer	8974.256983	1457.91791	0.31218401	0.223771653	-0.472210552	-0.635337955	0.006091954	0.081816092	8.8975	0.661524164	0.074459118	0.925540882	5.75	6.25	0.4	15.625	3.559	0.265	5.38	0.083	43.5	1.07E+11	2242401564	0.021	Andosols	Andosols	3	Artificial coniferous forest (planted in 1959)	Larix kaempferi	1.240763297
S190	HZB	14.242	58.3075752	75.40616961	1.79	542.71	4.41	37.53	6.85	21.49	35.29111111	133.5777778	650	11.3	2160	1	Broadleaf	5767.152355	1534.946809	-0.574250794	0.670069356	0.036366905	0.574483775	0.000686854	0.039992614	5.308823529	0.559227512	0.017174515	0.982825485	4.78	19.57	1.02	19.18627451	5.415	0.093	9.683	0.756	135.4	2.44E+11	614915050	0.003	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Quercus acutissima	#N/A
S191	TTA	3.2	7.378164339	97.7150457	2	140.75	0.6	61.71	8.66	53.94	33.33527778	132.9611111	330	13.3	2720	0	Conifer	6848.161483	1933.605714	0.173488274	0.473616674	0.455040576	0.598579975	0.020514905	0.023170732	2.25	0.353744311	0.885380117	0.114619883	5.62	4.91	0.38	12.92105263	0.855	0.757	2.417	0.017	36.9	53752356555	69800269	0.001	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1968)	Cryptomeria japonica	#N/A
S192	TTA	2.44	22.65527009	90.36848158	1.79	125.82	0.42	41.64	9.81	62.49	33.33527778	132.9611111	330	13.3	2720	0	Conifer	6916.231803	1587.985294	0.272347871	0.485720548	0.427354451	0.721539841	0.009337748	0.058300221	5.619148936	0.549864668	0.160166604	0.839833396	5.96	6.85	0.47	14.57446809	2.641	0.423	4.803	0.178	45.3	56444459651	631946616	0.011	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1968)	Cryptomeria japonica	#N/A
S193	TTA	4.198	8.508347161	97.35205296	2.71	36.25	0.07	36.25	13.55	52.66	33.33527778	132.9611111	330	13.3	2720	0	Conifer	7646.388292	1656.891753	0.207737472	0.551838528	0.467024259	0.569234837	0.015234742	0.038802817	4.591666667	0.514632628	0.39261948	0.60738052	5.79	5.11	0.36	14.19444444	1.653	0.649	3.212	NA	42.6	68023034138	178381913	0.003	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1968)	Cryptomeria japonica	#N/A
S194	TTA	3.665	9.002068176	96.76419415	0.73	93.44	0.09	22.06	8.35	48.52	33.33527778	132.9611111	330	13.3	2720	0	Conifer	8926.02	1261.761062	0.600304647	0.50900567	0.359333053	0.68968055	0.021836007	0.022317291	2.663829787	0.45214879	0.978434505	0.021565495	5.97	8.41	0.47	17.89361702	1.252	1.225	2.769	NA	56.1	82105486274	357203836	0.004	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1968)	Cryptomeria japonica	#N/A
S195	TTA	4.198	21.07614712	89.44121118	0.38	100.4	0.36	45.12	4.71	44.31	33.33527778	132.9611111	330	13.3	2720	0	Conifer	8410.703927	957.4431818	0.315283956	0.31940029	0.321581718	0.801242896	0.067648456	0.052850356	4.362745098	0.481705997	1.28	-0.28	5.65	7.47	0.51	14.64705882	2.225	2.848	4.619	NA	42.1	62086961762	341846169	0.006	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1968)	Cryptomeria japonica	#N/A
S196	TTB	3.665	15.50050693	91.60025199	0.6	51.64	0.53	40.7	2.96	29.63	33.33861111	132.9638889	650	13.3	2720	0	Conifer	7726.914894	1083.246154	0.092618323	-0.735893569	0.242616159	0.934677911	0.018700173	0.027365685	2.924074074	0.543920083	0.683343889	0.316656111	5.72	7.79	0.54	14.42592593	1.579	1.079	2.903	NA	57.7	86175414761	514425373	0.006	Cambisols	Cambisols	2	Warm temperate evergreen coniferous forest	Abies firma	#N/A
S197	TTB	4.198	15.96407436	92.25215496	0.42	63.1	0.35	37.33	1.38	39.56	33.33861111	132.9638889	650	13.3	2720	0	Conifer	7180.518672	1080.232877	0.012266679	-0.914111781	0.364058432	0.745472937	0.014492754	0.010845411	1.151282051	0.17518533	1.336302895	-0.336302895	5.71	5.49	0.39	14.07692308	0.449	0.6	2.563	0.135	41.4	59285518979	199783334	0.003	Cambisols	Cambisols	2	Warm temperate evergreen coniferous forest	Abies firma	#N/A
S198	TTB	4.808	68.75401276	83.04616954	0.07	75.79	0.63	33.22	4.22	34.94	33.33861111	132.9638889	650	13.3	2720	0	Conifer	9031.719927	743.1639344	0.132725893	-1.022765294	0.341463232	0.855993778	0.01637883	0.024122563	2.220512821	0.421001458	0.678983834	0.321016166	5.45	5.89	0.39	15.1025641	0.866	0.588	2.057	0.417	35.9	53575758750	154450510	0.003	Cambisols	Cambisols	2	Warm temperate evergreen coniferous forest	Abies firma	#N/A
S199	TTB	3.665	17.34351815	91.24426267	0.09	47.05	0.31	35.67	2.71	30.8	33.33861111	132.9638889	650	13.3	2720	0	Conifer	8610.252874	774.0714286	0.531284303	-0.802811034	0.373840153	0.884273592	0.012909968	0.043022508	5.049056604	0.964324324	0.300074738	0.699925262	5.74	6.77	0.53	12.77358491	2.676	0.803	2.775	0.442	62.2	84462339936	276804742	0.003	Cambisols	Cambisols	2	Warm temperate evergreen coniferous forest	Abies firma	#N/A
